Area u^2;Convex Area u^2;Perimeter u;Convex Perimeter u;Length (Feret) u;Fiber Length u;Width u;Equivalent Diameter (ArEquivD) u;Inscribed Radius (MinR) u;Form Factor (Circ);Roundness;Convexity;Solidity;Compactness;Aspect Ratio;Elongation;Curl;L1;L2;Subtribe;;
323.176;355.844;94.141;87.399;37.495;40.712;10.34;20.285;3.933;0.458;0.293;0.928;0.908;0.541;3.626;3.937;0.921;1.237;1.31451818;Agrostidinae;;
244.117;266.303;80.551;73.586;32.485;33.518;9.436;17.63;3.957;0.473;0.295;0.914;0.917;0.543;3.443;3.552;0.969;0.761;1.192317412;Agrostidinae;;
173.01;186.458;60.014;55.228;21.683;24.698;10.223;14.842;4.448;0.604;0.469;0.92;0.928;0.685;2.121;2.416;0.878;0.6635;1.149168165;Agrostidinae;;
174.341;187.825;65.332;59.679;25.903;28.361;8.756;14.899;3.495;0.513;0.331;0.913;0.928;0.575;2.958;3.239;0.913;0.883;1.252646638;Agrostidinae;;
271.27;301.822;91.956;85.669;38.732;41.129;8.901;18.585;2.719;0.403;0.23;0.932;0.899;0.48;4.352;4.621;0.942;1.7315;1.636815006;Agrostidinae;;
258.142;284.703;87.428;80.889;36.266;38.09;8.748;18.129;3.071;0.424;0.25;0.925;0.907;0.5;4.146;4.354;0.952;1.303;1.424291762;Agrostidinae;;
226.304;244.962;74.449;69.375;28.902;31.687;9.622;16.975;3.178;0.513;0.345;0.932;0.924;0.587;3.004;3.293;0.912;1.633;1.513845186;Agrostidinae;;
411.604;449.547;101.129;92.385;39.116;41.36;13.199;22.893;5.184;0.506;0.343;0.914;0.916;0.585;2.963;3.133;0.946;1.4155;1.273051698;Agrostidinae;;
332.285;368.413;95.041;86.347;36.808;41.593;10.946;20.569;3.62;0.462;0.312;0.909;0.902;0.559;3.363;3.8;0.885;1.853;1.511878453;Agrostidinae;;
373.376;414.2;117.488;107.66;48.403;53.438;9.433;21.804;3.72;0.34;0.203;0.916;0.901;0.45;5.131;5.665;0.906;0.9965;1.267876344;Agrostidinae;;
307.33;350.234;101.836;93.464;41.204;44.829;9.029;19.781;3.099;0.372;0.23;0.918;0.877;0.48;4.563;4.965;0.919;1.4155;1.456760245;Agrostidinae;;
258.113;274.762;104.688;97.842;45.994;49.034;6.79;18.128;2.864;0.296;0.155;0.935;0.939;0.394;6.773;7.221;0.938;0.531;1.185405028;Agrostidinae;;
342.233;369.199;93.62;87.537;37.209;42.368;11.171;20.874;4.628;0.491;0.315;0.935;0.927;0.561;3.331;3.793;0.878;0.9575;1.206892826;Agrostidinae;;
383.092;425.229;110.436;102.595;45.636;48.387;11.172;22.085;3.96;0.395;0.234;0.929;0.901;0.484;4.085;4.331;0.943;1.626;1.410606061;Agrostidinae;;
421.812;470.381;127.239;117.083;53.777;56.464;10.182;23.175;4.283;0.327;0.186;0.92;0.897;0.431;5.282;5.546;0.952;0.808;1.188652813;Agrostidinae;;
415.306;484.584;130.468;117.459;54.044;55.262;10.025;22.995;3.094;0.307;0.181;0.9;0.857;0.425;5.391;5.512;0.978;1.9185;1.620071105;Agrostidinae;;
348.074;383.955;101.476;93.244;41.087;44.831;10.372;21.052;3.652;0.425;0.263;0.919;0.907;0.512;3.961;4.322;0.916;1.534;1.420043812;Agrostidinae;;
213.003;230.905;75.641;69.824;30.927;32.437;8.513;16.468;3.448;0.468;0.284;0.923;0.922;0.532;3.633;3.81;0.953;0.8085;1.234483759;Agrostidinae;;
185.763;197.615;62.57;58.013;24.113;26.046;9.831;15.379;3.03;0.596;0.407;0.927;0.94;0.638;2.453;2.649;0.926;1.8855;1.622277228;Agrostidinae;;
310.887;348.766;101.747;94.95;42.197;45.514;8.828;19.896;3.159;0.377;0.222;0.933;0.891;0.471;4.78;5.156;0.927;1.255;1.397277619;Agrostidinae;;
354.696;397.387;112.164;104.175;47.253;49.864;9.139;21.251;3.483;0.354;0.202;0.929;0.893;0.45;5.17;5.456;0.948;1.0865;1.311943727;Agrostidinae;;
364.643;431.148;115.606;104.682;46.832;49.959;10.243;21.547;3.435;0.343;0.212;0.906;0.846;0.46;4.572;4.877;0.937;1.6865;1.490975255;Agrostidinae;;
338.82;379.152;107.316;97.008;43.639;46.794;9.527;20.77;3.88;0.37;0.227;0.904;0.894;0.476;4.581;4.912;0.933;0.8835;1.227706186;Agrostidinae;;
205.6;222.356;70.839;65.773;28.071;30.385;9.926;16.18;3.514;0.515;0.332;0.928;0.925;0.576;2.828;3.061;0.924;1.449;1.412350598;Agrostidinae;;
354.233;388.545;109.49;101.814;44.892;49.457;9.285;21.237;3.797;0.371;0.224;0.93;0.912;0.473;4.835;5.326;0.908;0.8455;1.222675797;Agrostidinae;;
296.168;330.29;97.645;90.81;40.317;43.986;9.338;19.419;3.047;0.39;0.232;0.93;0.897;0.482;4.317;4.71;0.917;1.622;1.532326879;Agrostidinae;;
400.847;458.329;130.201;119.908;56.083;58.757;9.506;22.591;2.411;0.297;0.162;0.921;0.875;0.403;5.9;6.181;0.954;2.342;1.97138117;Agrostidinae;;
385.895;396.334;85.306;79.634;32.049;33.382;14.218;22.166;6.389;0.666;0.478;0.934;0.974;0.692;2.254;2.348;0.96;0.72;1.112693692;Aveninae;;
286.613;299.234;78.571;72.886;29.954;31.415;11.492;19.103;5.107;0.583;0.407;0.928;0.958;0.638;2.607;2.734;0.953;0.639;1.125122381;Aveninae;;
287.216;316.118;77.715;67.704;25.047;28.631;15.346;19.123;5.512;0.598;0.583;0.871;0.909;0.763;1.632;1.866;0.875;2.161;1.392053701;Aveninae;;
259.897;280.346;76.935;70.85;27.753;31.478;11.072;18.191;5.203;0.552;0.43;0.921;0.927;0.655;2.507;2.843;0.882;0.333;1.064001538;Aveninae;;
193.45;201.03;56.999;52.893;20.07;21.951;13.714;15.694;6.087;0.748;0.611;0.928;0.962;0.782;1.463;1.601;0.914;0.77;1.126499096;Aveninae;;
328.555;343.189;76.53;71.133;25.602;29.215;15.41;20.453;6.688;0.705;0.638;0.929;0.957;0.799;1.661;1.896;0.876;1.017;1.152063397;Aveninae;;
315.944;335;90.02;85.191;37.285;38.859;9.789;20.057;4.14;0.49;0.289;0.946;0.943;0.538;3.809;3.97;0.959;0.7545;1.182246377;Aveninae;;
291.899;308.563;73.828;67.547;26.303;28.772;14.704;19.278;6.265;0.673;0.537;0.915;0.946;0.733;1.789;1.957;0.914;1.087;1.173503591;Aveninae;;
515.312;533.441;101.646;94.786;37.621;42.432;16.02;25.615;7.297;0.627;0.464;0.933;0.966;0.681;2.348;2.649;0.887;0.713;1.097711388;Aveninae;;
213.588;219.533;59.635;55.773;20.922;21.81;12.809;16.491;5.615;0.755;0.621;0.935;0.973;0.788;1.633;1.703;0.959;0.7895;1.140605521;Aveninae;;
176.961;183.304;53.253;49.611;17.291;18.716;13.752;15.01;6.374;0.784;0.754;0.932;0.965;0.868;1.257;1.361;0.924;0.502;1.078757452;Aveninae;;
196.869;206.568;69.01;64.578;28.422;29.66;8.579;15.832;3.785;0.519;0.31;0.936;0.953;0.557;3.313;3.457;0.958;0.5045;1.1332893;Aveninae;;
297.012;315.122;85.457;78.919;33.54;36.798;10.819;19.447;4.294;0.511;0.336;0.923;0.943;0.58;3.1;3.401;0.911;1.1155;1.25978109;Aveninae;;
403.907;415.94;88.854;83.537;34.741;36.572;14.082;22.678;6.271;0.643;0.426;0.94;0.971;0.653;2.467;2.597;0.95;0.77;1.122787434;Aveninae;;
301.982;308.61;72.013;67.878;27.341;27.748;13.559;19.609;6.228;0.732;0.514;0.943;0.979;0.717;2.016;2.046;0.985;0.5515;1.088551702;Aveninae;;
297.357;312.955;77.797;72.079;28.617;32.396;12.221;19.458;5.016;0.617;0.462;0.927;0.95;0.68;2.342;2.651;0.883;1.0945;1.218201754;Aveninae;;
198.161;202.509;58.41;55.165;21.297;23.055;11.283;15.884;5.108;0.73;0.556;0.944;0.979;0.746;1.887;2.043;0.924;0.5335;1.104444009;Aveninae;;
307.44;322.133;92.96;87.223;37.335;39.214;9.43;19.785;4.145;0.447;0.281;0.938;0.954;0.53;3.959;4.158;0.952;0.57;1.137515078;Aveninae;;
313.674;338.708;82.475;74.982;29.348;31.9;13.364;19.985;5.201;0.579;0.464;0.909;0.926;0.681;2.196;2.387;0.92;1.481;1.284752932;Aveninae;;
399.598;417.776;103.724;96.76;42.123;45.699;10.906;22.556;4.773;0.467;0.287;0.933;0.956;0.535;3.862;4.19;0.922;0.68;1.142468049;Aveninae;;
207.9;229.991;67.62;61.4;25.314;28.111;11.074;16.27;3.847;0.571;0.413;0.908;0.904;0.643;2.286;2.538;0.901;1.69;1.439303353;Aveninae;;
265.326;285.654;78.02;71.921;30.563;32.425;11.065;18.38;4.362;0.548;0.362;0.922;0.929;0.601;2.762;2.93;0.943;1.1705;1.268340211;Aveninae;;
167.682;179.773;57.899;53.669;21.944;23.617;10.167;14.612;3.876;0.629;0.443;0.927;0.933;0.666;2.158;2.323;0.929;1.2075;1.311532508;Aveninae;;
476.185;504.035;95.26;88.284;34.687;39.614;17.477;24.623;6.752;0.659;0.504;0.927;0.945;0.71;1.985;2.267;0.876;1.9865;1.294209123;Aveninae;;
291.411;314.709;85.382;79.067;32.967;34.929;10.709;19.262;4.355;0.502;0.341;0.926;0.926;0.584;3.078;3.262;0.944;0.9995;1.229506315;Aveninae;;
356.363;371.143;80.378;74.359;28.91;31.612;15.121;21.301;6.339;0.693;0.543;0.925;0.96;0.737;1.912;2.091;0.915;1.2215;1.192696009;Aveninae;;
361.333;379.557;85.881;78.682;31.597;34.139;13.812;21.449;5.882;0.616;0.461;0.916;0.952;0.679;2.288;2.472;0.926;1.024;1.174090445;Aveninae;;
365.642;380.091;80.659;74.832;28.912;30.28;15.529;21.577;6.342;0.706;0.557;0.928;0.962;0.746;1.862;1.95;0.955;1.4225;1.224298329;Aveninae;;
382.074;402.825;100.283;92.944;41.059;44.829;11.416;22.056;4.503;0.477;0.289;0.927;0.948;0.537;3.597;3.927;0.916;1.205;1.267599378;Aveninae;;
327.55;344.711;86.672;81.438;35.008;37.234;11.478;20.422;4.922;0.548;0.34;0.94;0.95;0.583;3.05;3.244;0.94;0.817;1.165989435;Aveninae;;
494.283;510.081;97.956;91.721;36.487;38.231;15.726;25.087;6.991;0.647;0.473;0.936;0.969;0.688;2.32;2.431;0.954;0.872;1.124731798;Aveninae;;
242.373;254.195;65.463;60.744;23.875;24.411;13.038;17.567;5.159;0.711;0.541;0.928;0.953;0.736;1.831;1.872;0.978;1.36;1.26361698;Aveninae;;
237.719;245.593;64.843;60.237;22.986;25.382;12.604;17.398;5.393;0.71;0.573;0.929;0.968;0.757;1.824;2.014;0.906;0.909;1.168551826;Aveninae;;
278.512;294.65;73.616;67.389;26.575;29.491;12.998;18.831;5.068;0.646;0.502;0.915;0.945;0.709;2.045;2.269;0.901;1.431;1.282359905;Aveninae;;
308.762;320.805;76.848;71.511;29.414;29.653;12.96;19.827;5.334;0.657;0.454;0.931;0.962;0.674;2.269;2.288;0.992;1.146;1.214848144;Aveninae;;
261.218;275.349;71.226;65.24;26.862;28.28;12.997;18.237;5.52;0.647;0.461;0.916;0.949;0.679;2.067;2.176;0.95;0.9785;1.177264493;Aveninae;;
326.918;345.498;82.56;75.863;32.036;35.58;13.058;20.402;5.196;0.603;0.406;0.919;0.946;0.637;2.453;2.725;0.9;1.333;1.256543495;Aveninae;;
345.188;360.872;83.652;77.856;32.925;33.82;13.331;20.964;5.433;0.62;0.405;0.931;0.957;0.637;2.47;2.537;0.974;1.2325;1.226854408;Aveninae;;
354.582;370.658;82.841;76.534;30.581;32.805;13.944;21.248;5.789;0.649;0.483;0.924;0.957;0.695;2.193;2.353;0.932;1.183;1.204353083;Aveninae;;
437.001;448.823;90.658;84.168;33.359;37.299;15.752;23.588;6.843;0.668;0.5;0.928;0.974;0.707;2.118;2.368;0.894;1.033;1.150957183;Aveninae;;
449.44;471.967;96.078;89.825;37.418;40.847;15.314;23.922;6.316;0.612;0.409;0.935;0.952;0.639;2.443;2.667;0.916;1.341;1.212317923;Aveninae;;
336.426;346.933;78.201;72.877;27.865;31.198;14.907;20.697;6.582;0.691;0.552;0.932;0.97;0.743;1.869;2.093;0.893;0.8715;1.132406563;Aveninae;;
484.344;503.811;97.414;89.739;35.778;37.236;16.345;24.833;6.734;0.641;0.482;0.921;0.961;0.694;2.189;2.278;0.961;1.4385;1.213617464;Aveninae;;
255.702;265.004;64.991;61.103;22.582;22.781;14.366;18.044;6.15;0.761;0.638;0.94;0.965;0.799;1.572;1.586;0.991;1.033;1.16796748;Aveninae;;
295.777;322.317;77.318;69.68;27.07;29.946;14.321;19.406;6.062;0.622;0.514;0.901;0.918;0.717;1.89;2.091;0.904;1.0985;1.181210822;Aveninae;;
474.174;500.456;113.213;105.16;45.447;50.388;12.667;24.571;5.478;0.465;0.292;0.929;0.947;0.541;3.588;3.978;0.902;0.8555;1.156170135;Aveninae;;
200.919;207.948;61.628;57.468;23.338;25.101;10.648;15.994;4.979;0.665;0.47;0.933;0.966;0.685;2.192;2.357;0.93;0.345;1.069291022;Aveninae;;
317.868;335.965;82.259;76.013;30.957;33.098;12.418;20.118;5.475;0.59;0.422;0.924;0.946;0.65;2.493;2.665;0.935;0.734;1.134063927;Aveninae;;
359.695;373.332;78.766;73.271;28.458;30.425;16.054;21.4;6.653;0.729;0.565;0.93;0.963;0.752;1.773;1.895;0.935;1.374;1.206523373;Aveninae;;
236.541;248.696;65.158;60.384;23.288;25.258;13.086;17.354;5.497;0.7;0.555;0.927;0.951;0.745;1.78;1.93;0.922;1.046;1.19028561;Aveninae;;
319.075;323.749;75.198;70.549;27.161;29.718;13.739;20.156;6.177;0.709;0.551;0.938;0.986;0.742;1.977;2.163;0.914;0.6925;1.112109438;Aveninae;;
245.59;249.397;69.483;65.412;27.596;28.181;10.846;17.683;5.032;0.639;0.411;0.941;0.985;0.641;2.544;2.598;0.979;0.391;1.077702703;Aveninae;;
255.645;266.708;64.008;59.005;19.743;24.016;16.641;18.042;6.77;0.784;0.835;0.922;0.959;0.914;1.186;1.443;0.822;1.5505;1.229025111;Aveninae;;
350.244;374.688;82.933;76.574;29.582;33.81;15.267;21.117;5.633;0.64;0.51;0.923;0.935;0.714;1.938;2.215;0.875;2.0005;1.355139357;Aveninae;;
341.626;374.761;96.554;88.53;38.095;43.362;11.189;20.856;4.366;0.46;0.3;0.917;0.912;0.547;3.405;3.875;0.879;1.2285;1.281378836;Aveninae;;
405.343;436.902;113.81;106.464;47.635;51.192;10.129;22.718;4.016;0.393;0.227;0.935;0.928;0.477;4.703;5.054;0.931;1.0485;1.261080677;Aveninae;;
620.167;694.592;150.883;137.335;60.253;64.661;12.587;28.1;5.371;0.342;0.218;0.91;0.893;0.466;4.787;5.137;0.932;0.9225;1.171755725;Aveninae;;
474.777;487.957;90.504;84.601;32.045;35.389;17.709;24.587;7.809;0.728;0.589;0.935;0.973;0.767;1.81;1.998;0.906;1.0455;1.13388398;Aveninae;;
500;520.314;97.53;90.55;35.81;38.849;16.796;25.231;7.609;0.661;0.496;0.928;0.961;0.705;2.132;2.313;0.922;0.789;1.103692995;Aveninae;;
160.615;165.223;53.003;50.395;19.448;21.05;9.965;14.3;4.424;0.718;0.541;0.951;0.972;0.735;1.952;2.112;0.924;0.5585;1.126243219;Aveninae;;
269.721;276.001;66.347;62.38;24.235;25.825;14.89;18.532;6.604;0.77;0.585;0.94;0.977;0.765;1.628;1.734;0.938;0.841;1.127347062;Aveninae;;
168.773;177.873;54.817;50.996;19.697;20.745;10.782;14.659;4.844;0.706;0.554;0.93;0.949;0.744;1.827;1.924;0.949;0.547;1.112923204;Aveninae;;
241.253;243.324;63.95;60.431;23.959;26.13;12.23;17.526;5.783;0.741;0.535;0.945;0.991;0.732;1.959;2.137;0.917;0.332;1.057409649;Aveninae;;
276.185;281.814;68.654;64.985;25.754;26.072;13.221;18.752;5.752;0.736;0.53;0.947;0.98;0.728;1.948;1.972;0.988;0.8585;1.149252434;Aveninae;;
227.578;233.396;59.536;55.958;20.17;22.324;16.063;17.022;6.843;0.807;0.712;0.94;0.975;0.844;1.256;1.39;0.904;1.1885;1.173681134;Aveninae;;
198.793;212.805;64.333;59.484;23.379;26.767;10.399;15.909;4.586;0.604;0.463;0.925;0.934;0.68;2.248;2.574;0.873;0.6135;1.133776712;Aveninae;;
311.979;324.834;83.34;77.808;32.867;36.294;11.353;19.93;5.001;0.564;0.368;0.934;0.96;0.606;2.895;3.197;0.906;0.6755;1.135072985;Aveninae;;
242.459;250.726;66.935;61.594;23.736;26.813;12.721;17.57;5.606;0.68;0.548;0.92;0.967;0.74;1.866;2.108;0.885;0.7545;1.134587941;Aveninae;;
339.586;352.129;75.921;70.319;25.388;28.498;16.59;20.794;7.146;0.74;0.671;0.926;0.964;0.819;1.53;1.718;0.891;1.149;1.160789253;Aveninae;;
434.099;473.405;104.7;96.336;38.907;44.776;13.287;23.51;5.821;0.498;0.365;0.92;0.917;0.604;2.928;3.37;0.869;0.8225;1.141298746;Aveninae;;
465.843;488.354;98.218;91.62;38.243;40.614;14.753;24.354;6.002;0.607;0.406;0.933;0.954;0.637;2.592;2.753;0.942;1.3745;1.229006998;Aveninae;;
178.196;182.581;55.355;51.63;19.252;21.803;10.96;15.063;5;0.731;0.612;0.933;0.976;0.782;1.757;1.989;0.883;0.48;1.096;Aveninae;;
151.163;154.454;48.377;45.497;16.909;18.699;11.544;13.873;5.11;0.812;0.673;0.94;0.979;0.82;1.465;1.62;0.904;0.662;1.129549902;Aveninae;;
298.104;303.999;70.044;65.863;25.776;25.486;14.511;19.482;6.792;0.764;0.571;0.94;0.981;0.756;1.776;1.756;1.011;0.4635;1.068242049;Aveninae;;
300.661;320.88;79.112;73.391;31.551;33.663;12.777;19.566;4.944;0.604;0.385;0.928;0.937;0.62;2.469;2.635;0.937;1.4445;1.29217233;Aveninae;;
355.587;366.802;79.245;73.428;28.365;32.127;16.407;21.278;7.081;0.712;0.563;0.927;0.969;0.75;1.729;1.958;0.883;1.1225;1.158522808;Aveninae;;
302.815;318.203;72.565;66.708;25.122;27.544;16.779;19.636;7.011;0.723;0.611;0.919;0.952;0.782;1.497;1.642;0.912;1.3785;1.196619598;Aveninae;;
363.861;385.106;87.627;79.959;32.232;36.394;14.437;21.524;6.17;0.595;0.446;0.912;0.945;0.668;2.233;2.521;0.886;1.0485;1.16993517;Aveninae;;
376.501;395.037;87.1;80.497;32.645;35.633;14.043;21.895;5.679;0.624;0.45;0.924;0.953;0.671;2.325;2.537;0.916;1.3425;1.236397253;Aveninae;;
370.669;385.336;82.114;76.067;30.02;33.483;15.432;21.724;6.42;0.691;0.524;0.926;0.962;0.724;1.945;2.17;0.897;1.296;1.201869159;Aveninae;;
422.494;459.764;103.361;94.977;41.096;44.634;13.398;23.193;5.336;0.497;0.319;0.919;0.919;0.564;3.067;3.331;0.921;1.363;1.255434783;Aveninae;;
397.731;422.356;96.862;89.125;38.61;41.566;12.947;22.503;4.987;0.533;0.34;0.92;0.942;0.583;2.982;3.211;0.929;1.4865;1.298074995;Aveninae;;
395.231;421.759;92.613;85.646;35.387;38.854;14.593;22.433;5.337;0.579;0.402;0.925;0.937;0.634;2.425;2.663;0.911;1.9595;1.367153832;Aveninae;;
232.922;240.433;62.597;58.425;22.37;24.75;12.802;17.221;5.709;0.747;0.593;0.933;0.969;0.77;1.747;1.933;0.904;0.692;1.121212121;Aveninae;;
230.422;241.26;66.192;62.029;24.662;26.06;11.234;17.128;4.725;0.661;0.482;0.937;0.955;0.695;2.195;2.32;0.946;0.892;1.188783069;Aveninae;;
443.809;460.964;102.006;95.629;39.565;42.965;12.842;23.771;5.715;0.536;0.361;0.937;0.963;0.601;3.081;3.346;0.921;0.706;1.123534558;Aveninae;;
507.728;546.622;106.487;98.004;39.272;44.038;15.446;25.426;6.044;0.563;0.419;0.92;0.929;0.647;2.543;2.851;0.892;1.679;1.277796161;Aveninae;;
283.223;293.086;75.007;70.806;28.785;29.691;11.915;18.99;5.493;0.633;0.435;0.944;0.966;0.66;2.416;2.492;0.969;0.4645;1.08456217;Aveninae;;
350.962;368.524;85.913;80.552;33.371;33.941;12.581;21.139;5.441;0.598;0.401;0.938;0.952;0.633;2.652;2.698;0.983;0.8495;1.156129388;Aveninae;;
286.096;299.972;73.359;67.765;27.46;31.086;13.773;19.086;5.835;0.668;0.483;0.924;0.954;0.695;1.994;2.257;0.883;1.0515;1.180205656;Aveninae;;
326.056;336.131;74.187;69.734;26.654;29.057;14.927;20.375;6.819;0.744;0.584;0.94;0.97;0.764;1.786;1.947;0.917;0.6445;1.094515325;Aveninae;;
351.25;371.987;92.538;85.511;38.066;40.432;11.553;21.148;4.911;0.515;0.309;0.924;0.944;0.556;3.295;3.5;0.941;0.8655;1.176237019;Aveninae;;
419.793;438.736;98.235;91.326;38.701;41.023;12.64;23.119;5.656;0.547;0.357;0.93;0.957;0.597;3.062;3.246;0.943;0.664;1.117397454;Aveninae;;
356.478;378.517;83.937;78.146;32.365;34.709;15.188;21.305;6.645;0.636;0.433;0.931;0.942;0.658;2.131;2.285;0.932;0.949;1.142814146;Aveninae;;
365.24;387.54;88.915;81.729;32.779;36.084;13.488;21.565;5.359;0.581;0.433;0.919;0.942;0.658;2.43;2.675;0.908;1.385;1.25844374;Aveninae;;
414.766;433.779;88.337;80.952;31.378;34.297;16.597;22.98;7.051;0.668;0.536;0.916;0.956;0.732;1.891;2.066;0.915;1.2475;1.176925259;Aveninae;;
356.593;367.602;79.42;74.224;29.071;31.103;14.769;21.308;7.111;0.71;0.537;0.935;0.97;0.733;1.968;2.106;0.935;0.2735;1.038461538;Aveninae;;
375.524;399.193;81.731;74.97;27.533;28.655;17.252;21.866;7.255;0.706;0.631;0.917;0.941;0.794;1.596;1.661;0.961;1.371;1.188973122;Aveninae;;
479.632;500.892;93.206;85.073;32.748;34.764;18.176;24.712;7.359;0.694;0.569;0.913;0.958;0.755;1.802;1.913;0.942;1.729;1.234950401;Aveninae;;
361.362;370.051;86.423;82.144;34.915;35.333;12.517;21.45;5.799;0.608;0.377;0.95;0.977;0.614;2.789;2.823;0.988;0.4595;1.0792378;Aveninae;;
221.488;236.493;63.514;58.84;21.099;26.341;13.521;16.793;5.32;0.69;0.633;0.926;0.937;0.796;1.56;1.948;0.801;1.4405;1.270770677;Aveninae;;
172.594;181.31;55.718;51.276;18.924;20.295;12.209;14.824;4.554;0.699;0.614;0.92;0.952;0.783;1.55;1.662;0.932;1.5505;1.340469917;Aveninae;;
210.945;217.881;66.141;61.897;26.315;28.011;9.708;16.389;4.011;0.606;0.388;0.936;0.968;0.623;2.711;2.885;0.939;0.843;1.210172027;Aveninae;;
271.732;290.686;75.037;68.177;27.774;30.771;12.363;18.601;5.318;0.606;0.449;0.909;0.935;0.67;2.246;2.489;0.903;0.8635;1.162373073;Aveninae;;
157.081;164.256;56.372;52.036;21.676;23.135;9.085;14.142;3.703;0.621;0.426;0.923;0.956;0.652;2.386;2.547;0.937;0.8395;1.226708075;Aveninae;;
268.515;287.137;83.056;77.033;34.528;37.936;10.568;18.49;4.352;0.489;0.287;0.927;0.935;0.536;3.267;3.59;0.91;0.932;1.214154412;Aveninae;;
135.248;139.58;50.359;47.08;19.017;19.806;8.502;13.123;3.47;0.67;0.476;0.935;0.969;0.69;2.237;2.33;0.96;0.781;1.225072046;Aveninae;;
240.649;267.81;83.228;75.751;33.573;37.19;9.62;17.504;3.378;0.437;0.272;0.91;0.899;0.521;3.49;3.866;0.903;1.432;1.423919479;Aveninae;;
226.86;249.162;72.126;65.418;27.819;29.452;10.75;16.996;4.013;0.548;0.373;0.907;0.91;0.611;2.588;2.74;0.945;1.362;1.33939696;Aveninae;;
302.212;325.137;82.543;75.817;32.041;33.086;11.726;19.616;4.616;0.557;0.375;0.919;0.929;0.612;2.733;2.822;0.968;1.247;1.270147314;Aveninae;;
282.333;293.11;75.363;70.698;28.705;30.28;11.817;18.96;5.51;0.625;0.436;0.938;0.963;0.661;2.429;2.562;0.948;0.3985;1.072323049;Aveninae;;
262.856;275.084;71.952;66.604;26.414;27.854;11.876;18.294;4.821;0.638;0.48;0.926;0.956;0.693;2.224;2.345;0.948;1.117;1.231694669;Aveninae;;
460.845;483.063;101.214;94.169;39.074;41.97;14.131;24.223;6.035;0.565;0.384;0.93;0.954;0.62;2.765;2.97;0.931;1.0305;1.170753935;Aveninae;;
267.222;275.424;73.996;69.229;28.187;31.186;11.227;18.446;5.084;0.613;0.428;0.936;0.97;0.654;2.511;2.778;0.904;0.5295;1.104150275;Aveninae;;
222.436;240.298;66.299;59.79;23.504;26.702;12.656;16.829;4.814;0.636;0.513;0.902;0.926;0.716;1.857;2.11;0.88;1.514;1.314499377;Aveninae;;
230.02;240.505;69.003;63.922;26.138;28.023;10.42;17.113;4.394;0.607;0.429;0.926;0.956;0.655;2.508;2.689;0.933;0.816;1.185707783;Aveninae;;
184.832;191.032;55.502;52.112;20.374;20.506;11.458;15.341;5.123;0.754;0.567;0.939;0.968;0.753;1.778;1.79;0.994;0.606;1.118290064;Aveninae;;
211.261;226.564;64.158;58.961;24.054;25.83;12.079;16.401;4.901;0.645;0.465;0.919;0.932;0.682;1.991;2.138;0.931;1.1385;1.232299531;Aveninae;;
146.998;149.801;48.996;45.897;17.62;18.455;10.688;13.681;4.746;0.769;0.603;0.937;0.981;0.776;1.649;1.727;0.955;0.598;1.126000843;Aveninae;;
264.407;278.739;73.848;68.464;28.146;30.67;11.622;18.348;4.743;0.609;0.425;0.927;0.949;0.652;2.422;2.639;0.918;1.068;1.225173941;Aveninae;;
283.97;301.221;72.753;65.614;25.033;27.404;15.883;19.015;6.7;0.674;0.577;0.902;0.943;0.76;1.576;1.725;0.914;1.2415;1.185298507;Aveninae;;
223.24;236.056;72.5;67.739;28.557;32.5;9.536;16.859;3.778;0.534;0.349;0.934;0.946;0.59;2.995;3.408;0.879;0.99;1.262043409;Aveninae;;
375.553;411.406;90.349;82.404;32.65;36.287;14.18;21.867;5.761;0.578;0.449;0.912;0.913;0.67;2.303;2.559;0.9;1.329;1.230689116;Aveninae;;
310.399;328.292;87.573;81.615;34.851;37.202;10.766;19.88;4.415;0.509;0.325;0.932;0.945;0.57;3.237;3.456;0.937;0.968;1.219252548;Aveninae;;
237.058;255.01;70.763;64.361;26.216;28.825;11.756;17.373;4.528;0.595;0.439;0.91;0.93;0.663;2.23;2.452;0.909;1.35;1.298144876;Aveninae;;
271.445;287.491;72.451;67.195;27.7;29.907;13.414;18.591;6.06;0.65;0.45;0.927;0.944;0.671;2.065;2.229;0.926;0.647;1.106765677;Aveninae;;
203.361;208.354;58.502;54.536;21.361;22.527;12.982;16.091;6.016;0.747;0.567;0.932;0.976;0.753;1.645;1.735;0.948;0.475;1.078956117;Aveninae;;
195.461;213.969;76.889;71.65;32.855;35.936;8.243;15.776;2.845;0.415;0.231;0.932;0.914;0.48;3.986;4.359;0.914;1.2765;1.448681898;Aveninae;;
176.242;189.649;57.868;53.853;21.395;23.154;10.567;14.98;3.936;0.661;0.49;0.931;0.929;0.7;2.025;2.191;0.924;1.3475;1.342352642;Aveninae;;
168.974;178.071;53.701;50.081;18.756;20.079;13.057;14.668;5.567;0.736;0.612;0.933;0.949;0.782;1.436;1.538;0.934;0.9615;1.172714209;Aveninae;;
202.011;217.337;65.025;60.577;24.51;27.089;10.241;16.038;4.377;0.6;0.428;0.932;0.929;0.654;2.393;2.645;0.905;0.7435;1.169865204;Aveninae;;
394.053;430.186;93.462;84.605;34.693;36.977;14.085;22.399;5.559;0.567;0.417;0.905;0.916;0.646;2.463;2.625;0.938;1.4835;1.266864544;Aveninae;;
