Area u^2;Convex Area u^2;Perimeter u;Convex Perimeter u;Length (Feret) u;Fiber Length u;Width u;Equivalent Diameter (ArEquivD) u;Inscribed Radius (MinR) u;Form Factor (Circ);Roundness;Convexity;Solidity;Compactness;Aspect Ratio;Elongation;Curl;L1;L2;Subtribe;;
389.834;448.256;115.092;105.339;47.762;52.764;10.72;22.279;3.453;0.37;0.218;0.915;0.87;0.466;4.455;4.922;0.905;1.907;1.552273385;Agrostidinae;;
271.791;303.524;99.879;91.299;40.944;44.622;8.323;18.603;3.123;0.342;0.206;0.914;0.895;0.454;4.92;5.362;0.918;1.0385;1.332532821;Agrostidinae;;
290.843;324.632;101.331;90.125;40.928;43.203;8.979;19.244;2.861;0.356;0.221;0.889;0.896;0.47;4.558;4.811;0.947;1.6285;1.569206571;Agrostidinae;;
314.174;330.856;85.681;79.322;35.066;36.536;11.34;20;4.766;0.538;0.325;0.926;0.95;0.57;3.092;3.222;0.96;0.904;1.189676878;Agrostidinae;;
176.905;198.923;74.273;69.227;31.424;33.52;7.14;15.008;1.948;0.403;0.228;0.932;0.889;0.478;4.401;4.694;0.937;1.622;1.832648871;Agrostidinae;;
283.297;316.948;96.024;88.407;40.448;43.864;8.92;18.992;3.753;0.386;0.22;0.921;0.894;0.47;4.535;4.918;0.922;0.707;1.188382627;Agrostidinae;;
188.614;208.823;63.284;57.588;23.64;23.301;10.754;15.497;3.626;0.592;0.43;0.91;0.903;0.656;2.198;2.167;1.015;1.751;1.482901269;Agrostidinae;;
409.146;472.883;134.245;123.98;57.476;61.769;9.048;22.824;2.56;0.285;0.158;0.924;0.865;0.397;6.353;6.827;0.93;1.964;1.7671875;Agrostidinae;;
1282.456;1496.152;282.226;258.193;122.011;133.675;13.154;40.409;4.396;0.202;0.11;0.915;0.857;0.331;9.276;10.162;0.913;2.181;1.496132848;Agrostidinae;;
301.28;337.867;89.209;80.282;35.088;38.169;11.273;19.586;4.256;0.476;0.312;0.9;0.892;0.558;3.113;3.386;0.919;1.3805;1.324365602;Agrostidinae;;
752.26;851.115;170.789;155.054;70.775;74.697;13.62;30.948;4.575;0.324;0.191;0.908;0.884;0.437;5.196;5.484;0.947;2.235;1.48852459;Agrostidinae;;
625.255;722.937;185.024;166.432;78.135;84.034;10.252;28.215;4.068;0.23;0.13;0.9;0.865;0.361;7.622;8.197;0.93;1.058;1.260078663;Agrostidinae;;
395.645;438.571;111.324;100.987;45.552;47.092;11.072;22.444;4.107;0.401;0.243;0.907;0.902;0.493;4.114;4.253;0.967;1.429;1.347942537;Agrostidinae;;
299.834;324.452;92.942;84.774;36.416;40.275;9.62;19.539;4.051;0.436;0.288;0.912;0.924;0.537;3.786;4.187;0.904;0.759;1.187361145;Agrostidinae;;
321.373;365.792;122.118;113.16;53.462;56.193;7.527;20.228;2.765;0.271;0.143;0.927;0.879;0.378;7.102;7.465;0.951;0.9985;1.361121157;Agrostidinae;;
161.698;182.665;62.92;58.12;24.881;26.488;8.393;14.349;3.195;0.513;0.333;0.924;0.885;0.577;2.964;3.156;0.939;1.0015;1.313458529;Agrostidinae;;
251.582;283.424;77.001;69.328;28.114;31.005;11.366;17.898;3.955;0.533;0.405;0.9;0.888;0.637;2.474;2.728;0.907;1.728;1.436915297;Agrostidinae;;
256.931;302.573;90.064;82.184;36.798;40.221;9.2;18.087;3.261;0.398;0.242;0.913;0.849;0.492;4;4.372;0.915;1.339;1.410610242;Agrostidinae;;
258.55;300.952;93.204;85.283;38.587;39.772;8.813;18.144;2.981;0.374;0.221;0.915;0.859;0.47;4.378;4.513;0.97;1.4255;1.478195236;Agrostidinae;;
407.527;485.782;137.404;125.353;57.524;62.409;9.235;22.779;2.773;0.271;0.157;0.912;0.839;0.396;6.229;6.758;0.922;1.8445;1.665164082;Agrostidinae;;
782.934;889.971;210.432;188.658;89.097;95.362;11.638;31.573;3.631;0.222;0.126;0.897;0.88;0.354;7.655;8.194;0.934;2.188;1.602588819;Agrostidinae;;
259.88;291.586;84.166;75.615;33.355;35.866;10.525;18.19;3.439;0.461;0.297;0.898;0.891;0.545;3.169;3.408;0.93;1.8235;1.530241349;Agrostidinae;;
395.182;421.88;102.43;94.324;41.35;43.85;11.876;22.431;4.424;0.473;0.294;0.921;0.937;0.542;3.482;3.692;0.943;1.514;1.342224231;Agrostidinae;;
407.932;482.452;124.192;112.196;49.509;53.648;10.309;22.79;3.031;0.332;0.212;0.903;0.846;0.46;4.802;5.204;0.923;2.1235;1.700593863;Agrostidinae;;
281.36;317.196;88.436;80.514;34.998;36.002;10.202;18.927;4.006;0.452;0.292;0.91;0.887;0.541;3.43;3.529;0.972;1.095;1.27333999;Agrostidinae;;
185.145;199.619;62.779;56.528;22.942;25.761;10.542;15.354;4.043;0.59;0.448;0.9;0.927;0.669;2.176;2.444;0.891;1.228;1.30373485;Agrostidinae;;
190.407;202.752;67.581;62.978;27.873;28.616;8.606;15.57;3.184;0.524;0.312;0.932;0.939;0.559;3.239;3.325;0.974;1.119;1.351444724;Agrostidinae;;
282.835;323.274;85.757;77.464;32.338;35.62;11.652;18.977;3.943;0.483;0.344;0.903;0.875;0.587;2.775;3.057;0.908;1.883;1.477555161;Agrostidinae;;
246.638;282.094;90.851;84.472;38.207;41.489;8.374;17.721;3.051;0.376;0.215;0.93;0.874;0.464;4.563;4.955;0.921;1.136;1.372336939;Agrostidinae;;
324.64;351.487;99.201;92.023;40.551;44.022;9.409;20.331;3.402;0.415;0.251;0.928;0.924;0.501;4.31;4.679;0.921;1.3025;1.382863022;Agrostidinae;;
338.517;374.63;100.256;90.726;39.805;43.323;10.577;20.761;3.65;0.423;0.272;0.905;0.904;0.522;3.763;4.096;0.919;1.6385;1.44890411;Agrostidinae;;
351.324;387.284;106.175;95.601;43.193;45.754;10.354;21.15;3.543;0.392;0.24;0.9;0.907;0.49;4.172;4.419;0.944;1.634;1.461191081;Agrostidinae;;
201.075;216.452;67.921;62.496;26.739;27.678;9.182;16.001;2.949;0.548;0.358;0.92;0.929;0.598;2.912;3.014;0.966;1.642;1.556798915;Agrostidinae;;
350.602;395.632;104.958;95.363;42.486;43.586;10.352;21.128;3.248;0.4;0.247;0.909;0.886;0.497;4.104;4.21;0.975;1.928;1.593596059;Agrostidinae;;
464.742;517.619;117.817;107.075;47.252;49.344;12.437;24.325;4.044;0.421;0.265;0.909;0.898;0.515;3.799;3.968;0.958;2.1745;1.537710188;Agrostidinae;;
314.694;339.389;106.064;98.159;45.31;47.203;8.925;20.017;3.469;0.352;0.195;0.925;0.927;0.442;5.077;5.289;0.96;0.9935;1.286393773;Agrostidinae;;
638.669;823.002;194.38;178.507;83.581;91.815;10.745;28.516;3.491;0.212;0.116;0.918;0.776;0.341;7.779;8.545;0.91;1.8815;1.538957319;Agrostidinae;;
538.985;623.694;135.545;123.188;53.133;57.882;12.659;26.197;4.498;0.369;0.243;0.909;0.864;0.493;4.197;4.572;0.918;1.8315;1.407180969;Agrostidinae;;
224.435;246.238;70.292;64.329;26.935;28.202;10.781;16.904;3.708;0.571;0.394;0.915;0.911;0.628;2.498;2.616;0.955;1.6825;1.453748652;Agrostidinae;;
238.457;258.448;75.599;69.064;29.243;32.482;10.226;17.424;3.789;0.524;0.355;0.914;0.923;0.596;2.86;3.177;0.9;1.324;1.349432568;Agrostidinae;;
330.075;374.081;107.635;95.407;42.837;45.599;9.945;20.5;3.451;0.358;0.229;0.886;0.882;0.479;4.307;4.585;0.939;1.5215;1.4408867;Agrostidinae;;
284.367;313.494;99.524;90.076;41.119;43.971;8.38;19.028;2.615;0.361;0.214;0.905;0.907;0.463;4.907;5.247;0.935;1.575;1.602294455;Agrostidinae;;
419.034;471.639;120.513;108.448;48.921;53.459;10.754;23.098;3.746;0.363;0.223;0.9;0.888;0.472;4.549;4.971;0.915;1.631;1.435397758;Agrostidinae;;
270.721;304.67;88.752;80.778;35.281;38.018;10.045;18.566;3.579;0.432;0.277;0.91;0.889;0.526;3.512;3.785;0.928;1.4435;1.403324951;Agrostidinae;;
376.535;415.055;121.697;112.715;51.506;55.665;8.801;21.896;3.593;0.319;0.181;0.926;0.907;0.425;5.852;6.325;0.925;0.8075;1.224742555;Agrostidinae;;
482.58;543.853;137.042;119.418;54.061;59.59;11.145;24.788;4.575;0.323;0.21;0.871;0.887;0.459;4.851;5.347;0.907;0.9975;1.218032787;Agrostidinae;;
212.842;230.545;69.272;62.321;26.124;27.396;10.331;16.462;4.496;0.557;0.397;0.9;0.923;0.63;2.529;2.652;0.954;0.6695;1.148910142;Agrostidinae;;
647.603;748.5;182.498;169.016;78.728;84.929;10.395;28.715;3.625;0.244;0.133;0.926;0.865;0.365;7.574;8.171;0.927;1.5725;1.433793103;Agrostidinae;;
319.725;354.08;101.568;92.872;41.875;44.8;9.862;20.176;3.178;0.389;0.232;0.914;0.903;0.482;4.246;4.543;0.935;1.753;1.551604783;Agrostidinae;;
297.261;330.468;100.19;91.01;41.068;44.501;9.002;19.455;3.88;0.372;0.224;0.908;0.9;0.474;4.562;4.944;0.923;0.621;1.160051546;Agrostidinae;;
184.711;200.012;70.168;64.762;28.739;30.117;8.007;15.336;2.774;0.471;0.285;0.923;0.923;0.534;3.589;3.761;0.954;1.2295;1.443222783;Agrostidinae;;
245.973;278.266;82.84;73.083;31.473;34.945;10.204;17.697;3.152;0.45;0.316;0.882;0.884;0.562;3.084;3.425;0.901;1.95;1.618654822;Agrostidinae;;
524.24;635.576;146.509;132.129;58.571;65.448;12.027;25.836;4.104;0.307;0.195;0.902;0.825;0.441;4.87;5.442;0.895;1.9095;1.465277778;Agrostidinae;;
263.898;288.962;76.712;69.294;29.21;30.857;11.966;18.33;3.449;0.564;0.394;0.903;0.913;0.628;2.441;2.579;0.947;2.534;1.734705712;Agrostidinae;;
426.464;467.255;105.889;97.078;40.468;45.193;12.406;23.302;5.133;0.478;0.332;0.917;0.913;0.576;3.262;3.643;0.895;1.07;1.208455094;Agrostidinae;;
271.184;292.022;76.08;69.825;29.41;30.155;13.298;18.582;4.322;0.589;0.399;0.918;0.929;0.632;2.212;2.268;0.975;2.327;1.538408144;Agrostidinae;;
508.195;593.289;159.385;144.625;66.918;69.917;9.669;25.437;3.586;0.251;0.144;0.907;0.857;0.38;6.921;7.231;0.957;1.2485;1.348159509;Agrostidinae;;
398.796;444.352;122.705;114.225;52.28;53.555;9.181;22.534;3.933;0.333;0.186;0.931;0.897;0.431;5.695;5.833;0.976;0.6575;1.167175184;Agrostidinae;;
364.739;417.668;113.44;101.706;46.264;46.859;10.316;21.55;2.96;0.356;0.217;0.897;0.873;0.466;4.485;4.542;0.987;2.198;1.742567568;Agrostidinae;;
432.737;517.601;165.454;150.306;71.222;77.372;8.055;23.473;2.554;0.199;0.109;0.908;0.836;0.33;8.841;9.605;0.921;1.4735;1.576938136;Agrostidinae;;
542.483;620.332;161.369;144.775;67.69;73.486;10.131;26.281;3.516;0.262;0.151;0.897;0.875;0.388;6.681;7.254;0.921;1.5495;1.440699659;Agrostidinae;;
283.615;317.491;91.047;83.218;36.558;37.029;10.098;19.003;3.99;0.43;0.27;0.914;0.893;0.52;3.62;3.667;0.987;1.059;1.265413534;Agrostidinae;;
520.684;575.59;128.993;118.996;53.317;59.196;12.484;25.748;4.571;0.393;0.233;0.922;0.905;0.483;4.271;4.742;0.901;1.671;1.365565522;Agrostidinae;;
173.263;194.762;66.668;61.297;27.107;27.996;8.606;14.853;2.774;0.49;0.3;0.919;0.89;0.548;3.15;3.253;0.968;1.529;1.551189618;Agrostidinae;;
271.126;297.204;95.381;87.193;39.303;42.196;8.19;18.58;2.765;0.375;0.223;0.914;0.912;0.473;4.799;5.152;0.931;1.33;1.481012658;Agrostidinae;;
314.868;353.962;107.531;98.728;45.344;46.68;8.743;20.023;3.115;0.342;0.195;0.918;0.89;0.442;5.186;5.339;0.971;1.2565;1.403370787;Agrostidinae;;
341.524;387.631;105.361;96.153;43.393;45.807;10.626;20.853;4.117;0.387;0.231;0.913;0.881;0.481;4.084;4.311;0.947;1.196;1.290502793;Agrostidinae;;
363.669;411.045;107.686;99.666;43.979;47.464;10.451;21.518;3.574;0.394;0.239;0.926;0.885;0.489;4.208;4.541;0.927;1.6515;1.462087297;Agrostidinae;;
476.986;551.685;130.33;115.43;50.544;57.242;12.681;24.644;4.355;0.353;0.238;0.886;0.865;0.488;3.986;4.514;0.883;1.9855;1.455912744;Agrostidinae;;
241.139;285.213;84.302;75.073;32.374;37.123;10.38;17.522;3.459;0.426;0.293;0.891;0.845;0.541;3.119;3.576;0.872;1.731;1.500433651;Agrostidinae;;
297.787;327.823;91.966;85.588;37.551;39.497;9.737;19.472;3.746;0.442;0.269;0.931;0.908;0.519;3.856;4.056;0.951;1.1225;1.299652963;Agrostidinae;;
197.445;217.496;74.706;68.468;28.794;31.463;8.224;15.855;3.086;0.445;0.303;0.916;0.908;0.551;3.501;3.826;0.915;1.026;1.332469216;Agrostidinae;;
308.573;340.669;101.341;93.926;41.16;44.581;9.035;19.821;3.863;0.378;0.232;0.927;0.906;0.482;4.556;4.934;0.923;0.6545;1.169427906;Agrostidinae;;
339.485;390.954;108.591;96.498;43.25;47.095;10.199;20.791;3.249;0.362;0.231;0.889;0.868;0.481;4.241;4.618;0.918;1.8505;1.569559865;Agrostidinae;;
330.116;372.58;103.524;96.334;42.531;46.631;9.964;20.502;3.577;0.387;0.232;0.931;0.886;0.482;4.269;4.68;0.912;1.405;1.392787252;Agrostidinae;;
275.839;315.389;92.918;85.897;37.93;41.851;9.85;18.741;3.167;0.401;0.244;0.924;0.875;0.494;3.851;4.249;0.906;1.758;1.555099463;Agrostidinae;;
294.924;342.625;109.234;101.003;46.264;48.03;8.303;19.378;2.328;0.311;0.175;0.925;0.861;0.419;5.572;5.785;0.963;1.8235;1.783290378;Agrostidinae;;
272.427;309.218;88.603;81.756;35.921;37.636;9.663;18.624;4.037;0.436;0.269;0.923;0.881;0.518;3.717;3.895;0.954;0.7945;1.196804558;Agrostidinae;;
499.252;572.849;149.933;132.933;61.373;64.587;10.262;25.212;2.251;0.279;0.169;0.887;0.872;0.411;5.981;6.294;0.95;2.88;2.279431364;Agrostidinae;;
211.875;233.562;83.68;77.017;34.661;36.536;7.507;16.425;2.348;0.38;0.225;0.92;0.907;0.474;4.617;4.867;0.949;1.4055;1.598594549;Agrostidinae;;
373.521;425.975;120.856;112.27;51.34;55.136;9.345;21.808;3.479;0.321;0.18;0.929;0.877;0.425;5.494;5.9;0.931;1.1935;1.34305835;Agrostidinae;;
272.919;302.075;91.737;83.881;37.837;39.554;9.032;18.641;3.133;0.408;0.243;0.914;0.903;0.493;4.189;4.38;0.957;1.383;1.441429939;Agrostidinae;;
249.843;272.701;77.476;72.053;30.151;32.085;10.013;17.836;3.4;0.523;0.35;0.93;0.916;0.592;3.011;3.204;0.94;1.6065;1.4725;Agrostidinae;;
382.08;447.829;115.486;104.208;46.104;51.604;10.886;22.056;2.996;0.36;0.229;0.902;0.853;0.478;4.235;4.74;0.893;2.447;1.816755674;Agrostidinae;;
261.496;281.347;80.554;74.686;31.915;34.602;9.716;18.247;3.947;0.506;0.327;0.927;0.929;0.572;3.285;3.561;0.922;0.911;1.230808209;Agrostidinae;;
270.085;298.619;88.964;81.556;35.311;37.979;9.457;18.544;3.766;0.429;0.276;0.917;0.904;0.525;3.734;4.016;0.93;0.9625;1.255576208;Agrostidinae;;
276.533;292.575;80.42;73.525;30.453;33.839;10.796;18.764;4.049;0.537;0.38;0.914;0.945;0.616;2.821;3.134;0.9;1.349;1.333168684;Agrostidinae;;
550.088;633.807;149.912;131.169;59.103;66.225;11.882;26.465;3.299;0.308;0.201;0.875;0.868;0.448;4.974;5.573;0.892;2.642;1.800848742;Agrostidinae;;
233.447;262.595;77.971;69.52;29.664;30.768;10.044;17.24;3.314;0.483;0.338;0.892;0.889;0.581;2.953;3.063;0.964;1.708;1.515389258;Agrostidinae;;
370.195;430.343;117.286;108.418;49.269;53.715;9.791;21.711;2.542;0.338;0.194;0.924;0.86;0.441;5.032;5.486;0.917;2.3535;1.925845791;Agrostidinae;;
303.628;324.874;90.61;84.564;36.534;40.262;9.752;19.662;3.995;0.465;0.29;0.933;0.935;0.538;3.746;4.129;0.907;0.881;1.220525657;Agrostidinae;;
311.176;341.683;94.261;87.162;38.479;41.129;9.949;19.905;3.816;0.44;0.268;0.925;0.911;0.517;3.867;4.134;0.936;1.1585;1.303590147;Agrostidinae;;
287.406;323.144;85.961;80.597;33.677;37.534;10.836;19.129;3.858;0.489;0.323;0.938;0.889;0.568;3.108;3.464;0.897;1.56;1.404354588;Agrostidinae;;
216.212;245.843;85.703;79.613;35.722;37.862;7.581;16.592;2.949;0.37;0.216;0.929;0.879;0.464;4.712;4.994;0.943;0.8415;1.285350966;Agrostidinae;;
265.631;284.45;87.548;82.106;35.546;38.265;8.844;18.391;3.278;0.436;0.268;0.938;0.934;0.517;4.019;4.327;0.929;1.144;1.348993289;Agrostidinae;;
188.105;206.587;65.215;56.212;22.789;25.495;10.8;15.476;3.326;0.556;0.461;0.862;0.911;0.679;2.11;2.361;0.894;2.074;1.623571858;Agrostidinae;;
229.138;247.182;72.371;67.863;29.459;29.682;9.979;17.081;4.096;0.55;0.336;0.938;0.927;0.58;2.952;2.974;0.992;0.8935;1.218139648;Agrostidinae;;
295.04;319.129;87.542;79.498;34.354;36.093;10.55;19.382;3.653;0.484;0.318;0.908;0.925;0.564;3.256;3.421;0.952;1.622;1.444018615;Agrostidinae;;
355.563;393.538;106.983;99.6;44.919;48.232;9.723;21.277;3.833;0.39;0.224;0.931;0.904;0.474;4.62;4.961;0.931;1.0285;1.268327681;Agrostidinae;;
315.369;376.622;102.637;88.493;38.825;44.231;12.143;20.038;4.95;0.376;0.266;0.862;0.837;0.516;3.197;3.642;0.878;1.1215;1.226565657;Agrostidinae;;
334.512;368.156;98.308;88.425;38.638;43.957;11.092;20.638;3.966;0.435;0.285;0.899;0.909;0.534;3.483;3.963;0.879;1.58;1.398386283;Agrostidinae;;
158.581;173.389;62.827;57.195;25.016;25.881;8.337;14.21;2.987;0.505;0.323;0.91;0.915;0.568;3;3.104;0.967;1.1815;1.395547372;Agrostidinae;;
327.601;366.465;103.949;92.679;40.556;45.052;9.814;20.423;3.323;0.381;0.254;0.892;0.894;0.504;4.133;4.591;0.9;1.584;1.476677701;Agrostidinae;;
284.803;311.948;87.975;79.256;34.017;37.065;10.601;19.043;3.601;0.462;0.313;0.901;0.913;0.56;3.209;3.496;0.918;1.6995;1.471952235;Agrostidinae;;
317.19;349.287;93.567;86.185;37.085;41.163;10.422;20.096;3.746;0.455;0.294;0.921;0.908;0.542;3.558;3.95;0.901;1.465;1.391083823;Agrostidinae;;
513.016;588.728;169.288;150.587;70.378;77.737;8.956;25.558;3.25;0.225;0.132;0.89;0.871;0.363;7.858;8.68;0.905;1.228;1.377846154;Agrostidinae;;
391.044;435.664;105.28;95.273;41.212;45.049;12.064;22.314;4.296;0.443;0.293;0.905;0.898;0.541;3.416;3.734;0.915;1.736;1.404096834;Agrostidinae;;
293.45;340.64;104.974;96.245;43.602;47.102;8.755;19.33;2.892;0.335;0.197;0.917;0.861;0.443;4.98;5.38;0.926;1.4855;1.513658368;Agrostidinae;;
307.821;339.414;89.621;82.197;34.535;37.565;10.966;19.797;3.866;0.482;0.329;0.917;0.907;0.573;3.149;3.426;0.919;1.617;1.418261769;Agrostidinae;;
329.567;360.453;93.64;87.201;38.046;39.499;10.492;20.485;4.674;0.472;0.29;0.931;0.914;0.538;3.626;3.765;0.963;0.572;1.122379119;Agrostidinae;;
212.164;246.099;81.722;73.335;31.476;36.086;8.819;16.436;2.93;0.399;0.273;0.897;0.862;0.522;3.569;4.092;0.872;1.4795;1.504948805;Agrostidinae;;
302.877;336.048;91.015;83.581;35.072;38.374;10.617;19.638;3.87;0.459;0.314;0.918;0.901;0.56;3.303;3.614;0.914;1.4385;1.371705426;Agrostidinae;;
232.464;256.682;76.916;70.755;29.251;32.469;10.213;17.204;3.463;0.494;0.346;0.92;0.906;0.588;2.864;3.179;0.901;1.6435;1.474588507;Agrostidinae;;
349.202;389.156;114.401;105.751;48.294;50.879;8.826;21.086;3.348;0.335;0.191;0.924;0.897;0.437;5.472;5.765;0.949;1.065;1.318100358;Agrostidinae;;
281.68;321.627;90.421;81.054;35.663;38.42;10.204;18.938;3.425;0.433;0.282;0.896;0.876;0.531;3.495;3.765;0.928;1.677;1.489635036;Agrostidinae;;
239.809;271.688;80.767;72.847;31.552;35.282;10.182;17.474;3.291;0.462;0.307;0.902;0.883;0.554;3.099;3.465;0.894;1.8;1.546946217;Agrostidinae;;
320.285;338.201;94.261;88.054;38.754;41.012;9.665;20.194;4.581;0.453;0.272;0.934;0.947;0.521;4.01;4.243;0.945;0.2515;1.054900677;Agrostidinae;;
318.521;338.556;89.191;81.826;36.017;37.062;10.881;20.138;4.259;0.503;0.313;0.917;0.941;0.559;3.31;3.406;0.972;1.1815;1.277412538;Agrostidinae;;
445.698;516.053;134.39;124.691;56.541;62.698;9.762;23.822;3.65;0.31;0.178;0.928;0.864;0.421;5.792;6.422;0.902;1.231;1.337260274;Agrostidinae;;
362.127;410.337;107.014;97.537;43.332;47.863;11.183;21.473;3.903;0.397;0.246;0.911;0.883;0.496;3.875;4.28;0.905;1.6885;1.432615936;Agrostidinae;;
260.224;280.802;97.484;90.025;41.115;44.063;7.485;18.202;2.963;0.344;0.196;0.923;0.927;0.443;5.493;5.887;0.933;0.7795;1.263077962;Agrostidinae;;
309.036;359.155;92.648;84.544;34.772;37.789;11.262;19.836;3.592;0.452;0.325;0.913;0.86;0.57;3.088;3.355;0.92;2.039;1.567650334;Agrostidinae;;
371.468;436.78;112.638;100.437;44.765;48.902;11.084;21.748;3.837;0.368;0.236;0.892;0.85;0.486;4.039;4.412;0.915;1.705;1.444357571;Agrostidinae;;
210.863;232.493;77.019;72.133;31.659;33.793;8.297;16.385;3.386;0.447;0.268;0.937;0.907;0.518;3.816;4.073;0.937;0.7625;1.225191967;Agrostidinae;;
226.969;234.1;74.178;69.396;29.332;31.852;8.855;17;3.841;0.518;0.336;0.936;0.97;0.58;3.312;3.597;0.921;0.5865;1.152694611;Agrostidinae;;
285.208;328.302;102.159;93.702;42.115;45.157;8.444;19.056;2.574;0.343;0.205;0.917;0.869;0.452;4.988;5.348;0.933;1.648;1.64024864;Agrostidinae;;
393.445;434.323;118.041;105.768;47.166;52.7;10.32;22.382;3.82;0.355;0.225;0.896;0.906;0.475;4.57;5.106;0.895;1.34;1.35078534;Agrostidinae;;
274.769;303.709;86.359;80.148;34.687;36.489;9.581;18.704;3.705;0.463;0.291;0.928;0.905;0.539;3.62;3.809;0.951;1.0855;1.292982456;Agrostidinae;;
263.231;285.507;94.162;86.413;39.523;43.116;8.258;18.307;2.852;0.373;0.215;0.918;0.922;0.463;4.786;5.221;0.917;1.277;1.447755961;Agrostidinae;;
306.26;335.024;102.784;96.106;43.878;46.469;8.727;19.747;2.731;0.364;0.203;0.935;0.914;0.45;5.028;5.325;0.944;1.6325;1.597766386;Agrostidinae;;
287.666;308.877;96.336;88.876;40.092;41.603;8.487;19.138;3.734;0.39;0.228;0.923;0.931;0.477;4.724;4.902;0.964;0.5095;1.136448848;Agrostidinae;;
308.92;341.279;96.481;88.222;38.945;41.172;9.833;19.833;3.582;0.417;0.259;0.914;0.905;0.509;3.961;4.187;0.946;1.3345;1.372557231;Agrostidinae;;
364.99;406.877;116.403;108.316;48.89;53.593;9.203;21.557;3.502;0.339;0.194;0.931;0.897;0.441;5.312;5.823;0.912;1.0995;1.313963449;Agrostidinae;;
285.382;334.429;94.035;85.968;37.806;41.119;10.415;19.062;3.306;0.406;0.254;0.914;0.853;0.504;3.63;3.948;0.919;1.9015;1.575166364;Agrostidinae;;
158.436;163.81;52.95;50.344;20.551;20.491;9.758;14.203;4.001;0.71;0.478;0.951;0.967;0.691;2.106;2.1;1.003;0.878;1.219445139;Agrostidinae;;
353.019;399.556;106.791;98.531;43.128;47.365;9.979;21.201;3.556;0.389;0.242;0.923;0.884;0.492;4.322;4.746;0.911;1.4335;1.403121485;Agrostidinae;;
392.751;443.198;106.557;98.095;43.364;46.41;12.034;22.362;4.801;0.435;0.266;0.921;0.886;0.516;3.604;3.857;0.934;1.216;1.253280567;Agrostidinae;;
363.862;412.209;106.533;95.701;40.883;46.228;10.854;21.524;4.26;0.403;0.277;0.898;0.883;0.526;3.767;4.259;0.884;1.167;1.273943662;Agrostidinae;;
355.187;388.115;97.198;90.245;38.307;42.514;11.067;21.266;4.225;0.472;0.308;0.928;0.915;0.555;3.461;3.841;0.901;1.3085;1.309704142;Agrostidinae;;
215.836;232.708;73.312;67.193;28.86;31.563;9.258;16.577;3.464;0.505;0.33;0.917;0.927;0.574;3.117;3.409;0.914;1.165;1.336316397;Agrostidinae;;
334.859;376.991;100.264;90.283;40.013;42.832;11.167;20.648;4.329;0.419;0.266;0.9;0.888;0.516;3.583;3.836;0.934;1.2545;1.28978979;Agrostidinae;;
249.207;275.005;89.245;81.423;35.887;39.322;8.489;17.813;3.127;0.393;0.246;0.912;0.906;0.496;4.227;4.632;0.913;1.1175;1.357371282;Agrostidinae;;
313.72;335.425;85.556;79.321;32.411;35.651;11.479;19.986;4.295;0.539;0.38;0.927;0.935;0.617;2.823;3.106;0.909;1.4445;1.336321304;Agrostidinae;;
278.731;320.494;92.857;84.313;36.826;40.468;10.067;18.839;3.412;0.406;0.262;0.908;0.87;0.512;3.658;4.02;0.91;1.6215;1.475234467;Agrostidinae;;
208.463;234.068;73.13;66.978;28.629;32.379;9.845;16.292;3.969;0.49;0.324;0.916;0.891;0.569;2.908;3.289;0.884;0.9535;1.240236835;Agrostidinae;;
310.366;352.817;100.998;93.193;41.514;44.078;9.288;19.879;3.647;0.382;0.229;0.923;0.88;0.479;4.47;4.746;0.942;0.997;1.273375377;Agrostidinae;;
354.956;392.42;102.283;91.757;39.481;45.346;11.01;21.259;3.478;0.426;0.29;0.897;0.905;0.538;3.586;4.119;0.871;2.027;1.58280621;Agrostidinae;;
316.699;349.592;93.743;85.985;36.755;39.307;10.488;20.081;3.905;0.453;0.298;0.917;0.906;0.546;3.504;3.748;0.935;1.339;1.342893726;Agrostidinae;;
313.691;348.671;93.756;82.946;34.811;39.863;11.157;19.985;3.866;0.448;0.33;0.885;0.9;0.574;3.12;3.573;0.873;1.7125;1.442964304;Agrostidinae;;
338.502;386.162;108.302;97.282;42.781;48.431;10.748;20.76;3.204;0.363;0.235;0.898;0.877;0.485;3.98;4.506;0.883;2.17;1.677278402;Agrostidinae;;
286.625;310.304;87.947;80.952;35.048;37.471;9.629;19.103;4.027;0.466;0.297;0.92;0.924;0.545;3.64;3.891;0.935;0.7875;1.195555004;Agrostidinae;;
269.738;286.292;80.554;75.067;31.871;33.873;10.026;18.532;3.758;0.522;0.338;0.932;0.942;0.581;3.179;3.378;0.941;1.255;1.333954231;Agrostidinae;;
405.879;454.345;113.73;103.348;44.131;51.104;11.396;22.733;4.086;0.394;0.265;0.909;0.893;0.515;3.873;4.484;0.864;1.612;1.394517866;Agrostidinae;;
276.099;302.074;91.499;85.18;37.987;39.616;9.154;18.749;3.726;0.414;0.244;0.931;0.914;0.494;4.15;4.328;0.959;0.851;1.228395062;Agrostidinae;;
306.838;324.206;84.03;79.18;33.202;36.63;10.839;19.766;4.705;0.546;0.354;0.942;0.946;0.595;3.063;3.38;0.906;0.7145;1.151859724;Agrostidinae;;
178.678;191.898;62.168;58.882;24.9;24.61;8.923;15.083;3.557;0.581;0.367;0.947;0.931;0.606;2.791;2.758;1.012;0.9045;1.254287321;Agrostidinae;;
